Campaign name,Ad set name,Ad name,Cost,Reach,Impressions,Link clicks,Post comments,Post reactions,Post Saves,Post shares,Three-second video views,Video watches at 100%,influ,funil,formato
Equity_Equity_Awareness_Direct_NA_N/A_Ad-recall,PBFJSJNZA_Facebook_Video_Video_Retargeting_T021.1_AS_Auction_-,Video_Video_Audio_4x5_-,"95371,9",17559580,51820387,44081,21,4542,25,35,1411623,188639,0,awareness,video
__-_L_DINAMITA_A_VID_BL_IN-STREAM_CEL-3_VID_AWARENESS_21_8.12_31.12_BRANDING_SUPPORT_BRASIL,DINAMITA_VID_FB_BL_-_-_VID_AWARENESS_CPM_TG_-_VID_PO_NF,VID_HERO-15S_11-15S_QUAD-VERT_VID_DINAMITA_VID_FB_BL_-_-_VID_AWARENESS_CPM_TG_-_VID_PO_NF_V1,"94818,65",4208165,25788954,20077,230,19844,446,986,2511410,1049374,0,awareness,video 15s
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMPNPNI8R_Facebook_Video_Video_Interests_AS-18-35_SSNT_CPV_-videoview,Video_Video_cabelinho-quadro_15s_0x0-meta-videoview,"94341,04",14242645,34850023,296,2614,251954,3736,8961,7945188,3538949,0,awareness,video 15s
NBA_Innovation_Awareness_Social_NA_N/A_MSG-BOT,PBFOKHVA6_Facebook_Multiple_Mixed_Interests_T024_AS_Auction_-,Video_Video_Chamada-BOT_15s_BOT,"93649,51",2264664,5395059,9487,297,26047,892,499,411406,67240,0,awareness,video 15s
PLP_NA_Conversion_Social-Auction__N/A_Conversao,PBF2FBVK8_Facebook_Multiple_Mixed_Interests_LAL-Cadastros-Lancheira_SSNT_CPM_Brasil,Display_GIF_GIF-2_1s_1080x1350,"93110,51",7475174,18740502,82598,638,28307,2788,2912,2324172,456069,0,conversao,display
LAB_BR___-Portfolio_educacional_Meta_Awareness_Social-Auction__NA_-alcance,LAMPG3669W_Facebook_Video_Mixed_Interests_as-18a55-sports-net_SSNT_CPM_-educacional-awareness-funcional,Video_Mixed_-educacional-funcional_15s_meta-awareness-sports,"92787,84",31293557,71299176,53776,30,4235,114,276,2492298,435307,0,awareness,video 15s
_equity-nacional-trajetorias_Meta_Awareness_Social-Auction_Equity_NA_-alcance,LAMP6BMGBT_Facebook_Multiple_Mixed_Demo_AS-18a34-BR_SSNT_CPM_-equity-trajetorias,Video_Video_-equity-trajetoria-whindersson_0x0_meta-awareness,"92627,98",27329512,41213717,53046,175,8894,60,147,1494695,186921,0,awareness,video
Lanchonete_sustentacao_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMP5PVZ59_Facebook_Display_Mixed_Interests_as-18-34-sustentacao+NBA_SSNT_CPM_-lanchonete-awareness,Display_Image_-lanchonete-sustentacao_9x16_meta-awareness,"92414,83",31612954,72077711,44830,,,,1359,,,0,awareness,display
asil_levinho_NA_Awareness_Direct_Equity_NA_Meta,PBFZ0TQAH_Facebook_Multiple_Mixed_Interests_18-50_AS_CPM_-levinho-meta,Video_Mixed_feed-stories_0x0_lanche-mais-levinho,"92283,08",7518220,41832352,671,40,6234,6,547,1127821,531889,0,awareness,stories
Rusticas_Facebook_Awareness_Social-Auction_Equity_NA_Facebook-BLAST1,PBFV3L0FN_Facebook_Multiple_Mixed_Interests_T012_SSNT_CPM_SP/RJ/MG/SUL,Multiple_Mixed_Hero_15s_Blast,"91976,91",11264175,17350375,21532,58,7133,265,700,1164084,189034,0,awareness,video 15s
Lanchonete_NBA-CDNA_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMP6GPQVD_Facebook_Multiple_Mixed_Interests_as-18a34-br_SSNT_CPM_-lanchonete-awareness-NBA,Video_Mixed_-lanchonete-NBA_0x0_meta-awareness,"89626,81",24467506,44408154,25567,114,8690,516,1349,2135073,496361,0,awareness,video
__-_E-M_-TIKTOK_A_VID_BL_-_-_VID_AWARENESS_21_12.11_15.12_BRANDING_AWARENESS_NORDESTE,-TIKTOK_VID_FB-IG_BL_-_-_VID_AWARENESS_CPV_TG_T100_VIDEO_PO_PO,VIDEO_HERO-6S_-_QUAD-VERT_VID_-TIKTOK_VID_FB-IG_BL_-_-_VID_AWARENESS_CPV_TG_T100_VIDEO_PO_PO,"89568,56",5107259,20936101,742,309,23940,653,718,3575594,1841523,0,awareness,video 6s
_bold-love-pride_Meta_Awareness_Social-Auction_Equity_NA_-alcance,LAMPDQ42TR_Facebook_Multiple_Stories_Interests_as-18a34-br_SSNT_CPM_-bold-love-awareness,Video_Stories_-pride-bold-love_6s_meta-awareness,"86540,48",21098571,27380948,22404,,,,201,953826,454469,0,awareness,video 6s
-_Conversao_Conversion_Social-Auction__NA_BOT-Teste-Audiencia-B,PBFFV5FS4_Facebook_Multiple_Mixed_Audiencia_T031_SSNT_CPA_Interesses,Display_Banner_KV-Master_4x5_Estatico,"86399,5",2840587,9224389,42696,741,13708,257,473,,,0,conversao,display
__-_E-M_FARM-TO-PACK_A_BRAND_BL_-_-_BRAND_AWARENESS_21_5.11_13.11_BRANDING_AWARENESS_BLAST,FARM-TO-PACK_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T100_VIDEO_PO_PO,VIDEO_HERO-15S_11-15S_QUAD-VERT_VID_FARM-TO-PACK_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T100_VIDEO_PO_PO,"85876,2",20628043,37409596,911,53,10745,147,172,1641004,287370,0,awareness,video 15s
-_Conversao_Conversion_Social-Auction__NA_BOT-Teste-Audiencia-A,PBFFV5FS4_Facebook_Multiple_Mixed_Audiencia_T031_SSNT_CPA_Interesses,Display_Banner_Urgente-_4x5_Estatico — Cópia,"85250,98",5191684,9846472,31141,446,10713,492,348,,,0,conversao,display
LAB_BR___-Portfolio_classico-se-ganha-suando_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LABQZO1YSO_Facebook_Multiple_Mixed_Interests_AS-18a55-BR-Futebol_SSNT_N/A_-classico-awareness,Display_Image_-classicos-palmeiras-fluminense_0x0_meta-awareness,"84501,33",13913569,65699117,41751,85,4784,101,40,,,0,awareness,display
Lanchonete_sustentacao_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPXDCIXK_Facebook_Video_IG-Reel_Interests_as-18-34-sustentacao+produto_SSNT_CPM_-lanchonete-awareness,Video_IG-Reel_-lanchonete-pedrocertezas_9x16_meta-awareness,"84496,12",37888046,65242077,48226,230,66115,3,1467,7075692,136084,0,awareness,video reels
_regional_Meta_Consideration_Social-Auction_Equity_NA_-Trafego,LAMPQPXKEL_Facebook_Video_Mixed_CDNA+LaL_-buyers_SSNT_CPC_-regional-consideracao,Video_Mixed_-regional-sweet-chilli_0x0_meta-consideracao-LaL-CDNA-buyers,"83095,25",3499017,21431974,141195,300,10118,63,164,1029922,158076,0,consideracao,video
__-_E-M_FARM-TO-PACK_A_BRAND_BL_-_-_BRAND_AWARENESS_21_22.1_24.11_BRANDING_AWARENESS_SUSTENTACAO,FARM-TO-PACK_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T100_PHOTOAD_PO_PO,PHOTOAD_CAMPO-AO-PACOTE-48H_-_QUAD-VERT_PPP_FARM-TO-PACK_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T100_PHOTOAD_PO_PO,"82910,19",21479510,44522171,1386,153,7584,236,290,,,0,awareness,estático
__-_E-M_EQUITY_A_VID_BL_-_-_VID_CLIPE-E-PILULAS_21_8.9_15.1_BRANDING_SUPPORT_BRASIL,EQUITY_VID_FB-IG_BL_-_-_VID_CLIPE-E-PILULAS_CPV_TG_T018_VIDEO_PO_PO,VIDEO_HERO-15S-V1_11-15S_HOR-VERT_VID_EQUITY_VID_FB-IG_BL_-_-_VID_CLIPE-E-PILULAS_CPV_TG_T018_VIDEO_PO_PO,"82548,09",10512706,22880623,13,370,17568,1230,196,6012142,1021339,0,awareness,video 15s
Rusticas_Brand_Awareness_Social-Auction_Equity_N/A_Set-Out-2022,PBFD3TNYH_Facebook_Video_Video_Interests_-Rusticas_SSNT_CPM_RMKT-Set-Out_S/LAL,Display_Video_-Rusticas_4x5_Asset-Sal-Marinho-RMKT,"81982,76",18374825,40945922,24907,59,6025,141,475,2796333,543314,0,awareness,display
Summer_NA_Awareness_Direct_Equity_NA_fase-oportunidade-jan,PBFNSDJ5N_Facebook_Video_Stories_Interests_18-35_AS_CPM_fase-oportunidade,Video_Stories_ensaios-da-anitta-sp-14-01_16x9_6s-anitta-gif,"80650,82",31137895,44796524,722,207,17955,4,331,2115048,1019336,1,awareness,video 6s
__-_I_MAIONESE_A_BRAND_BL_-_-_BRAND_-_21_24.11_20.12_BRANDING_AWARENESS_-,MAIONESE_BRAND_FB-IG_BL_-_-_BRAND_-_CPM_TG_T011_VIDEO_PO_PO,VIDEO_HERO-15S_11-15S_QUAD-VERT_VID_MAIONESE_BRAND_FB-IG_BL_-_-_BRAND_-_CPM_TG_T011_VIDEO_PO_PO,"80191,97",7127995,34534221,25,200,25500,324,203,1571879,237422,0,awareness,video 15s
__-_P_-PIX_A_CONV_BL_-_-_CONV_KVS-CONV-WHATS_21_22.7_12.9__CONVERSION,-PIX_CONV_FB-IG_BL_-_-_CONV_LAL_CPC_TG_LAL-10%_MULTIPLE_PO_PO,BOTFB-&-IG_WHATSAPP_7-10S_OTHERS_VID_-PIX_CONV_FB-IG_BL_-_-_CONV_LAL_CPC_TG_LAL-10%_MULTIPLE_PO_PO,"79726,48",0,9497601,29765,1064,13789,857,1097,627832,263143,0,conversao,video 10s
__-_E-M_FARM-TO-PACK_A_BRAND_BL_-_-_BRAND_AWARENESS_21_22.1_24.11_BRANDING_AWARENESS_SUSTENTACAO,FARM-TO-PACK_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T100_PHOTOAD_PO_PO,PHOTOAD_CAMPO-AO-PACOTE-48H-2_-_QUAD-VERT_PPP_FARM-TO-PACK_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T100_PHOTOAD_PO_PO — Cópia,"79583,05",22853941,43879044,648,79,8194,176,198,1762167,806498,0,awareness,estático
___-UEFA__Conversion_Social_NA_N/A_CONVERSAO,PBFYETVJ5_Facebook_Display_In-Feed_Interests_AMPLO_AS_Traffic_TARGET-AMPLO,Display_Banner_AINDADATEMPO_1x1,"79299,21",2412544,4820863,27784,224,7276,208,136,,,0,conversao,display
Rusticas_NA_Consideration_Social-Auction_Equity_NA_Teste-AB-Audiencia,PBF0M6VOX_Facebook_Video_Video_Interests_T012_SSNT_CPM_SP/RJ/MG/SUL,Multiple_Mixed_Crunchy_7s_ViewThru,"79028,38",3224094,9553872,40169,13,3542,138,204,4191694,2923495,0,consideracao,video 7s
__-_E-M_FARM-TO-PACK_A_BRAND_BL_-_-_BRAND_AWARENESS_21_5.11_13.11_BRANDING_AWARENESS_BLAST,FARM-TO-PACK_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T100_VIDEO_PO_PO,VIDEO_HERO-30S_16-30S_QUAD-VERT_VID_FARM-TO-PACK_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T100_VIDEO_PO_PO,"78663,8",19937238,31475575,570,64,19658,307,218,1613573,158215,0,awareness,video 30s
_equity_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMPII2RS9_Facebook_Display_Carousel_Interests_Amigos-Do-Bem_SSNT_CPM_-awareness,Display_Carousel_lancamento_amigos-do-bem_1x1_meta-awareness,"77881,9",8502412,39812380,31731,27,3710,425,81,,,0,awareness,display
Lanchonete_NBA-CDNA_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMP6GPQVD_Facebook_Multiple_Mixed_Interests_as-18a34-br_SSNT_CPM_-lanchonete-awareness-NBA,Display_Mixed_-lanchonete-NBA_0x0_meta-awareness,"77393,68",22076761,40254419,33440,210,7326,384,2904,1,,0,awareness,display
__-_E-M_FLAMIN-HOT_A_VID_BL_-_-_VID_HERO-BONUS_20_28.12_14.01,FLAMIN-HOT_VID_FB-IG_BL_-_-_VID_HEROS_CPV_TG_T015_VIDEO_PO_NF_AMPLO,"VIDEO_HERO6""_-_QUAD-VERT_VID_FLAMIN-HOT_VID_FB-IG_BL_-_-_VID_HEROS_CPV_TG_T015_VIDEO_PO_NF_AMPLO","76882,3",5819414,13360467,64,30,728,38,29,9819446,9320582,0,awareness,video
__-_E-M_FARM-TO-PACK_A_VID_BL_-_-_VID_AWARENESS_21_5.11_13.11_BRANDING_AWARENESS_SUSTENTACAO,FARM-TO-PACK_VID_FB-IG_BL_-_-_VID_AWARENESS_CPV_TG_T100_VIDEO_PO_PO,VIDEO_HERO-30S_16-30S_QUAD-VERT_VID_FARM-TO-PACK_VID_FB-IG_BL_-_-_VID_AWARENESS_CPV_TG_T100_VIDEO_PO_PO,"76380,13",1855919,3946413,6,14,3304,2,22,2858925,2264521,0,awareness,video 30s
_-consideration_NA_Consideration_Social-Auction_Equity_NA_-consideration-graspfail,LAMPOC17CR_Facebook_Multiple_Mixed_Interests_LAL-CDNA_SSNT_CPC_-consideration-graspfail,Video_Video_carro_15s_0x0-meta-consideration,"75723,91",5705588,14654153,112223,124,3041,44,75,823378,150487,0,consideracao,video 15s
__-_L_ZAMBINOS_A_BRAND_-_-_-_BRAND_ZAMBINOS_21_12.2_28.2,ZAMBINOS_BRAND_FB-IG_-_-_-_BRAND_ZAMBINOS_CPM_TG_T028_CAROUSEL_FB-IG_NF_AMPLO,PHOTOAD_ZAMBINOS-1_-_QUAD-VERT_PPP_ZAMBINOS_BRAND_FB-IG_-_-_-_BRAND_ZAMBINOS_CPM_TG_T028_PHOTOAD_FB-IG_NF_AMPLO,"74873,14",15097677,44373746,154,2372,72277,2647,7422,,,0,awareness,estático
-Bola_-bola-br-sem-ne_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPQTNTVI_Facebook_Multiple_Stories_Interests_as-18a35-br-sem-ne_SSNT_CPM_-bola-awareness-reels-stories,Video_Mixed_-bola-kv-br_6s_stories-reels-meta-awareness-br-sem-ne,"74646,4",15023918,28339155,15938,159,5605,,2768,780008,517870,0,awareness,video 6s
__-_I_BUFFALO-WINGS_A_VID_BL_-_-_VID_CLIPE-E-PILULAS_21_30.3_20.5_SUSTENTACAO,BUFFALO-WINGS_VID_FB-IG_BL_-_-_VID_VIDEO-CLIPE_CPV_TG_T002_MULTIPLE_PO_PO_AMPLO,VIDEO_PILULA-6S_4-6S_OTHERS_VID_BUFFALO-WINGS_VID_FB-IG_BL_-_-_VID_PILULA-6S_CPV_TG_T002_MULTIPLE_PO_PO_AMPLO,"74179,45",4761296,10273969,107,63,2746,108,83,6607332,5985124,0,consideracao,video 6s
_-lancamento_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMPEHIN2I_Facebook_Multiple_Mixed_Interests_AS-18-35-NET_SSNT_CPM_-cant-touch-this,Video_Video_lancamento-hero_0x0_meta-awareness,"73971,54",3130889,18610429,15964,50,6063,258,174,1045806,84299,0,awareness,video
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMPNPNI8R_Facebook_Video_Video_Interests_AS-18-35_SSNT_CPV_-videoview,Video_Video_diegocruz_15s_9x16-meta-videoview,"73719,2",16002564,32724970,710,782,607050,2469,14640,16852347,1720681,1,awareness,video 15s
_-consideration_NA_Consideration_Social-Auction_Equity_NA_-consideration-graspfail,LAMPOC17CR_Facebook_Multiple_Mixed_Interests_LAL-CDNA_SSNT_CPC_-consideration-graspfail,Video_Video_namora-comigo_15s_0x0-meta-consideration,"73419,62",5829347,13729233,110024,118,5546,97,110,935242,204186,0,consideracao,video 15s
__-_I_CHEDDAR-E-BACON_A_BRAND_BL_-_-_BRAND_HERO_21_24.5_25.6,CHEDDAR-E-BACON_BRAND_FB-IG_BL_-_-_BRAND_HERO_CPM_TG_T013_VIDEO_PO_PO,VIDEO_HERO_16-30S_4:5_VID_CB_BRAND_FB-IG_BL_-_-_BRAND_HERO_CPM_TG_T012_VIDEO_PO_PO,"73002,89",15969878,41979268,77,1193,84107,2785,3624,3302336,415516,0,awareness,video 30s
LAB_BR___-Portfolio_educacional_Meta_Awareness_Social-Auction__NA_-alcance,LAMPQLE1JN_Facebook_Video_Mixed_Interests_as-18a55-sports-net_SSNT_CPM_-educacional-awareness-inspiracional,Video_Mixed_-educacional-inspiracional-1_15s_meta-awareness-sports,"72423,46",27447345,56065835,42260,21,5271,248,86,2469387,325511,0,awareness,video 15s
__-_E-M_EQUITY_A_BRAND_BL_-_-_BRAND_PILULAS_21_8.9_18.9_BRANDING_SUPPORT_NORDESTE,EQUITY_BRAND_FB-IG_BL_-_-_BRAND_PILULAS_CPM_TG_T019_VIDEO_PO_PO,VIDEO_HERO-15S-V1_11-15S_HOR-VERT_VID_EQUITY_BRAND_FB-IG_BL_-_-_BRAND_PILULAS_CPM_TG_T019_VIDEO_PO_PO,"71659,93",13995238,32280869,33,173,24509,386,229,2690096,311825,0,awareness,video 15s
Cade-Minha-Heranca_NA_Conversion_Social-Auction__N/A_Conversão,PBFZL6S72_Facebook_Multiple_Mixed_Interests_T042_SSNT_CPM_Brasil,Video_Video_Cartelado_4x5_6s,"71588,39",0,14146306,48303,666,18933,2017,2855,1204313,657097,0,conversao,video 6s
Anitta_Equity_Awareness_Social_NA_N/A_SUSTENTAÇÃO-BR,PBF22EVOB_Facebook_Video_Video_Interests_T054_AS_Auction_HERO,Video_Video_HERO-1_6s_-Anitta,"71279,08",22351879,51127250,40223,179,7714,81,112,2114266,938159,1,awareness,video 6s
__KeroCoco_KeroCoco_verao_Meta_Awareness_Social-Auction_Equity_NA_-alcance,LAMPUD7YIY_Facebook_Multiple_Image_Interests_as-30-50_SSNT_CPM_kerococo-awareness,Multiple_Image_kerococo-melhor-agua_0x0_meta-awareness,"70312,84",12828455,33085582,774,72,3754,198,55,1,,0,awareness,estático
__-_L_-TUBO_A_VID_BL_-_-_VID_LANÇAMENTO_21_15.3_18.3,-TUBO_VID_FB-IG_BL_-_-_VID_HERO_CPM_TG_T011_VIDEO_PO_PO_AMPLO,VIDEO_HERO_16-30S_QUAD-VERT_VID_-TUBO_VID_FB-IG_BL_-_-_VID_HERO_CPM_TG_T011_VIDEO_PO_PO_AMPLO,"69926,87",4445198,25787140,44423,119,18765,401,235,3107390,476966,0,awareness,video 30s
__-_E-M_FLAMIN-HOT_A_VID_BL_-_-_VID_HERO_20_28.12_31.12,FLAMIN-HOT_VID_FB-IG_BL_-_-_VID_HERO_CPV_TG_T015-A_VIDEO_PO_NF_AMPLO,VIDEO_HERO6''_-_QUAD-VERT_VID_FLAMIN-HOT_VID_FB-IG_BL_-_-_VID_HERO_CPV_TG_T015-A_VIDEO_PO_NF_AMPLO,"69496,84",8097794,11369042,28,371,10447,424,467,3812102,3106356,0,awareness,video
___-UEFA__Awareness_Social_NA_N/A_SUSTENTACAO,PBFAOJWIO_Facebook_Multiple_In-feed_Interests_T11_AS_Brand-Awareness_SUSTENTACAO,Video_Video_HERO-6S_4x5,"69078,1",18509612,63755911,38549,10,1854,35,92,1793311,905647,0,awareness,video 6s
__-_P_-PIX_A_BRAND_BL_-_-_BRAND_HERO/KV_21_7.12_15.8__AWARENESS,-PIX_BRAND_FB-IG_BL_-_-_BRAND_HERO/KV_CPM_TG_T023_MULTIPLE_PO_PO,VIDEO_HERO-15S_11-15S_OTHERS_VPL_-PIX_BRAND_FB-IG_BL_-_-_BRAND_HERO/KV_CPM_TG_T023_MULTIPLE_PO_PO,"69037,83",25219477,34570357,15198,14,1793,134,238,1112010,227312,0,awareness,video 15s
_-lancamento_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMPEHIN2I_Facebook_Multiple_Mixed_Interests_AS-18-35-NET_SSNT_CPM_-cant-touch-this,Video_Video_lancamento-hero-15s-reels_9x16_meta-awareness,"68594,42",3462521,17393746,34436,130,7132,82,172,817661,213165,0,awareness,video 15s
__-_P_-_A_BRAND_BL_-_-_BRAND_AWARENESS_21_3.12_8.12__AWARENESS_-,-_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T035_OTHER_PO_PO,PHOTOAD_KV-AWARENESS_-_QUAD-VERT_PPP_-_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T035_OTHER_PO_PO,"68473,31",11889744,20783114,1523,289,10541,457,240,,,0,awareness,estático
__Conversion_Social_NA_N/A_-,PBFBNMEPW_Facebook_Multiple_Banner_LaL_L004_SSNT_Auction_-,Display_Image_Premios_1x1,"68353,32",0,14372171,52260,791,11568,1464,1527,,,0,conversao,display
LEVINHO_NA_Awareness_Social-Auction_Equity_N/A_Awareness,PBF73MDEV_Facebook_Multiple_Mixed_Interests_T026_SSNT_CPM_Levinho,Video_Video_Levinho-Entrega-1_15s_-Levinho,"68251,22",9126016,27721548,1087,63,5262,153,296,1578167,177290,0,awareness,video 15s
__Consideration_Social_NA_N/A_-,PBFZQ89D3_Facebook_Multiple_Banner_LaL_L004_SSNT_Auction_-,Video_Video_vendinha-15s_15s,"68020,12",2015382,7760109,448823,135,2770,36,125,621616,111729,0,consideracao,video 15s
__-_I_MAIONESE_A_BRAND_BL_-_-_BRAND_AWARENESS_21_16.11_20.12_BRANDING_AWARENESS_-,MAIONESE_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T020_PHOTOAD_PO_PO,PHOTOAD_KV-2_-_QUAD-VERT_PPP_MAIONESE_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T020_PHOTOAD_PO_PO,"68000,14",13417843,33140640,2857,557,8244,274,677,,,0,awareness,estático
__-_I_MAIONESE_A_POST_BL_-_-_POST_-_21_1.12_20.12_BRANDING_AWARENESS_-,MAIONESE_POST_FB-IG_BL_-_-_POST_-_CPM_TG_T020_MULTIPLE_PO_PO,PHOTOAD_FUSAO-_-_QUAD-VERT_PPP_MAIONESE_POST_FB-IG_BL_-_-_POST_AWARENESS_CPM_TG_T020_PHOTOAD_PO_PO,"67631,53",3112376,5089204,79582,84,2306,108,327,2665101,2134611,0,awareness,estático
asil_Break_Meta_Awareness_Direct_Equity_NA_-alcance,PBFRKYJIJ_Facebook_Video_Stories_Interests_18-35_AS_CPM_breaking-de-verao,Video_IG-Reel_breaking-do-verao_16x9_best-of,"66572,21",25202706,43339377,50,14,7137,,257,2364055,150943,0,awareness,video reels
_games_Meta_Awareness_Social-Auction_Equity_NA_-awareness,PBFLAMPEU4GP9_Facebook_Multiple_Mixed_Demo+Geo_AS-Consumer-18-29-NET-Sem-NE_SSNT_Reach_CPM_games-awareness,Video_Video_caverna-gamer_0x0_games-awareness,"66562,51",14991498,42024894,29916,46,5249,55,100,1257371,221734,0,awareness,video
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMPNPNI8R_Facebook_Video_Video_Interests_AS-18-35_SSNT_CPV_-videoview,Video_Video_namora-comigo_15s_0x0-meta-videoview,"66481,87",7313434,16586504,28068,181,19419,391,623,4057583,2098325,0,awareness,video 15s
Cade-Minha-Heranca_NA_Awareness_Direct__N/A_Facebook-SP/BA/PE/CE,PBF5YRFNJ_Facebook_Multiple_Mixed_Interests_Cade-Minha-Heranca_SSNT_CPM_Brasil,Video_Video_Cachorros_4x5_10s,"66111,14",21057425,30979918,39817,60,2924,46,132,1067247,269119,0,awareness,video 10s
Rusticas_NA_Consideration_Social-Auction_Equity_NA_Teste-AB-Audiencia,PBF0M6VOX_Facebook_Video_Video_Interests_T012_SSNT_CPM_SP/RJ/MG/SUL — Cópia,Multiple_Mixed_Crunchy_7s_ViewThru,"66074,6",4046879,9743853,28674,72,6080,256,925,4296438,2634489,0,consideracao,video 7s
_equity-nacional-trajetorias_Meta_Awareness_Social-Auction_Equity_NA_-alcance,LAMP8AFFEP_Facebook_Video_Video_Demo_AS-18a34-BR_SSNT_CPM_-equity-trajetorias,Video_Video_-equity-trajetorias-best-of-2_9x16_meta-awareness,"66022,55",26569799,45043201,31099,139,10753,,344,1518563,127465,0,awareness,video
__-_I_RAINBOW_A_BRAND_BL_-_-_BRAND_HERO_21_8.6_14.6,RAINBOW_BRAND_FB-IG_BL_-_-_BRAND_LIVE-BAÍAS_CPM_TG_RMKT_PHOTOAD_PO_PO,PHOTOAD_LIVE-BAÍAS_-_-_PPP_RAINBOW_BRAND_FB-IG_BL_-_-_BRAND_LIVE-BAÍAS_CPM_TG_RMKT_PHOTOAD_PO_PO,65860,4027419,7742658,13644,149,1956,12,57,,,0,awareness,estático
___-UEFA__Conversion_Social_NA_N/A_CONVERSAO,PBFYETVJ5_Facebook_Display_In-Feed_Interests_AMPLO_AS_Traffic_TARGET-AMPLO,Display_Banner_PACKSOUR_1x1,"65359,76",4335318,10179529,23092,394,11128,420,615,,,0,conversao,display
__-_E-M_VOLTA-_A_BRAND_BL_-_-_BRAND__21_10.3_23.3,VOLTA-_BRAND_FB-IG_BL_-_-_BRAND__CPM_TG_T0004_MULTIPLE_FB-IG_PO_AMPLO,PHOTOAD_ORIGAMI_-_QUAD-VERT_PPP_VOLTA-_BRAND_FB-IG_BL_-_-_BRAND__CPM_TG_T0004_MULTIPLE_FB-IG_PO_AMPLO,"65257,05",25239071,53870432,134,2061,43840,1732,7959,,,0,awareness,estático
_regional-ocasiao-de-consumo_Meta_Awareness_Social-Auction_Equity_NA_-alcance,LAMP2SJTBO_Facebook_Video_Mixed_Geo_as-18a34-cidades+40km_SSNT_CPM_-regional-awareness,Video_Mixed_-regional-ocasioes-pizza_4x5_meta-awareness,"64935,34",0,29007497,27030,156,5989,113,636,1121391,304434,0,awareness,video
_lance-perfeito_Meta_Conversion_Social-Auction__NA_meta-conversao,LAMP4J0T2X_Facebook_Multiple_Mixed_Behavioral_18+_AS_CPM_lance-perfeito-meta,Display_Image_lance-perfeito_1080x1080_meta-lookalike-dinheiro,"64811,07",12324908,28984076,26434,373,10902,586,584,1,1,0,conversao,display
-Bola_-bola-nordeste_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMP5VHJSQ_Facebook_Multiple_Mixed_Interests_as-18a35-nordeste_SSNT_CPM_-bola-awareness,Video_Mixed_-bola-kv-NE_0x0_meta-awareness-nordeste,"63730,74",10391957,23940972,12340,107,8336,236,229,1170723,687352,0,awareness,video
_-consideration_NA_Consideration_Social-Auction_Equity_NA_-consideration-graspfail,LAMPZYUZS4_Facebook_Multiple_Mixed_Interests_AS-18+-interesses_SSNT_CPC_-consideration-graspfail,Video_Video_carro_15s_0x0-meta-consideration,"63493,86",1691044,11665963,65472,54,2708,33,53,648073,120943,0,consideracao,video 15s
_confor_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMPQ83O1L_Facebook_Display_Mixed_Demo_as-30-50-shopper-net-sem-ne-pais_SSNT_CPM_-confor-awareness,Display_Mixed_-confor-shopper-as-30-50_0x0_meta-awareness-ig,"63470,92",6112297,8005858,18131,585,7349,54,131,,,0,awareness,display
_-ucl_Meta_Awareness_Social-Auction__NA_-alcance,LAMPV0APY4_Facebook_Multiple_Mixed_Interests_as-25-35-snacks+futebol_AS_CPM_-ucl-awareness,Multiple_Mixed_-ucl-messi_3s_meta-awareness-snack+futebol,"63073,12",18010218,24139057,35465,51,2924,37,42,1027054,1017487,1,awareness,video 3s
Inverno_NA_Awareness_Social-Auction_Equity_N/A_Equity,PBFP2ZMCV_Facebook_Display_Image_Interests_T025_AS_CPM_Equity,Display_Image_Inverno_1x1_Chegada-do-Inverno,"62854,39",8021999,28817581,3327,383,10731,153,318,,,0,awareness,display
