Cost,Impressions,Link clicks,Comments,Reactions,Saves,Shares,Three-second video views,Video watches at 100%,influ,funnel,format,channel
123.53,25558,42,,4,,3,1428,707,0,awareness,video 6s,meta
123.19,74350,75,,7,,,2708,338,0,awareness,video 15s,meta
123.14,4429,21,,,,,3378,78,0,awareness,video,youtube
122.88,28113,80,,110,,28,8115,502,1,consideracao,video,meta
122.81,39997,286,,22,2,,4311,2057,0,consideracao,video 10s,meta
122.74,62792,68,,9,,,2178,369,0,awareness,video,meta
122.52,65416,184,,0,,0,0,0,0,conversao,video,tiktok
122.19,61375,885,,339,16,8,14602,4768,0,awareness,video,meta
122.07,126744,90,,20,,,3556,31,1,awareness,video,meta
121.99,15708,43,,17,,1,980,172,0,conversao,video 15s,meta
121.99,19858,75,,25,,1,5836,3510,0,awareness,video 15s,meta
121.93,11889,139,37,,,,10151,1078,1,awareness,texto,twitter
121.91,44170,83,,29,,,,,0,awareness,carrossel,meta
121.79,71216,210,,0,,0,0,0,0,conversao,video,tiktok
121.75,35786,706,,53,,2,3151,1928,0,conversao,video 6s,meta
121.08,80638,386,,0,,0,0,0,0,conversao,video 60s,tiktok
120.84,36606,681,,7,1,1,,,0,consideracao,estatico,meta
120.77,33726,1800,,0,,0,5974,5183,0,awareness,múltiplo,tiktok
120.52,46620,138,,30,2,1,,,0,conversao,carrossel,meta
120.51,87702,57,,,,,4480,614,0,awareness,video 6s,youtube
120.13,19495,306,,83,,1,1243,275,0,awareness,gif,meta
119.5,44389,203,,51,,0,7212,134,1,awareness,video,tiktok
119.19,55236,348,146,5,,,,,0,awareness,estatica,twitter
118.95,111767,73,,9,1,,3113,45,0,awareness,video,meta
117.63,141517,645,,0,,0,737,667,0,awareness,múltiplo,tiktok
117.35,23310,1061,,18,,1,3232,2495,0,consideracao,video 7s,meta
116.82,87232,44,,,,,3397,382,0,awareness,video 6s,youtube
116.71,9746,333,,144,10,14,,,0,awareness,video 30s,meta
116.66,33033,428,,89,1,5,2231,1321,0,conversao,video 6s,meta
116.34,66712,2218,,0,,0,0,0,0,conversao,video,tiktok
116.31,20501,207,,57,3,2,506,219,0,conversao,display,meta
115.89,11885,9,,,,,7716,5024,0,awareness,video,youtube
115.87,914,9,,1,,,220,36,0,conversao,video 15s,meta
115.87,7363,176,,57,2,2,777,135,0,awareness,gif,meta
115.69,61038,349,,76,1,3,2581,1454,0,conversao,video 6s,meta
115.35,18225,162,,62,2,1,1254,402,0,conversao,video 10s,meta
114.6,8499,132,,2522,7,2,,,0,awareness,estatico,meta
114.52,84679,211,,1015,16,1,14190,6213,0,awareness,gif,meta
114.37,40175,8140,,0,,0,14707,10920,0,consideracao,video 15s,tiktok
114.31,4404,54,,,,,3218,166,0,awareness,video,youtube
114.15,50249,656,6,281,,18,16802,1416,1,consideracao,video reels,meta
113.82,18339,440,,4,,,5012,1395,0,consideracao,video 10s,meta
113.48,17027,195,,55,,,1174,,0,awareness,video,meta
112.59,8554,43,,,,,1552,275,0,awareness,video 30s,youtube
112.48,16894,259,,91,2,4,1146,187,0,awareness,gif,meta
112.4,85484,54,,6,2,,2881,584,0,awareness,video,meta
111.88,45441,82,,10,,,2034,332,0,awareness,video 15s,meta
111.75,144148,164,,,,8,10383,6614,0,consideracao,stories,meta
111.67,40487,172,,0,,0,0,0,0,conversao,video,tiktok
111.27,67207,1347,,,,,0,0,0,consideracao,display,youtube
111.03,29945,46,,99,,5,9374,3161,0,awareness,video 15s,meta
111.03,19060,121,,54,2,,,,0,awareness,estatico,meta
110.68,6729,63,,24,,2,,,0,conversao,múltiplo,meta
110.52,9008,599,,10,,,1982,1529,0,consideracao,video 10s,meta
110.32,22459,187,,14,,4,1303,243,0,consideracao,video,meta
110.05,20702,8,,,,,4504,988,0,consideracao,video 30s,youtube
109.97,4263,78,,,,,3232,159,0,awareness,video,youtube
109.78,51752,31,,3,,,3130,462,0,awareness,stories,meta
109.29,83723,55,,10,,,2552,568,0,awareness,video,meta
109.29,4230,22,,,,,2980,103,0,awareness,video,youtube
109.06,84453,581,,0,,0,0,0,0,conversao,video,tiktok
109.05,23022,75,,,,,3163,344,0,awareness,video,youtube
109.05,9951,1045,,1,,,3230,2582,0,consideracao,video 7s,meta
109.04,8259,124,,86,16,3,,,0,conversao,carrossel,meta
108.67,279241,4224,,,,,12229,424,0,awareness,video 60s,youtube
108.3,106974,7763,,0,,0,0,0,0,consideracao,video,tiktok
108.25,49562,39,,127,,1,12046,172,0,awareness,video reels,meta
108.22,22816,72,,,,,3144,338,0,awareness,video,youtube
108.14,21478,244,,64,3,1,,,0,conversao,estatico,meta
107.81,58864,113,,311,15,2,12391,1106,0,awareness,video 15s,meta
107.29,24983,225,,78,1,3,,,0,awareness,carrossel,meta
107.19,18585,29,,,,,2368,218,0,consideracao,bumper,youtube
106.5,54652,49,,4,1,,2237,943,0,awareness,video 6s,meta
106.49,120962,179,,513,1,2,9231,610,1,awareness,video,meta
105.77,101501,109,,27,,,14511,936,0,awareness,video 30s,meta
105.72,22514,29,,5383,26,,3151,113,0,consideracao,video 30s,meta
105.58,8500,24,,17,,,72,43,0,awareness,carrossel,meta
105.44,13243,113,,14,,,,,0,conversao,display,meta
105.36,18543,153,,157,,,,,0,consideracao,video,meta
104.95,23183,118,,9,,,6736,726,0,awareness,video 30s,meta
104.4,18275,251,,93,,1,4702,561,0,conversao,video 10s,meta
103.77,71291,32,,25,,3,2306,220,0,awareness,video 15s,meta
103.74,45207,98,,11,,,2040,586,0,awareness,video 3s,meta
103.74,154618,363,,0,,0,12552,8199,0,conversao,múltiplo,tiktok
103.72,53605,61,,2,2,,2013,118,0,awareness,video 30s,meta
103.66,10288,23,,24,,1,22,16,0,awareness,carrossel,meta
103.27,71758,83,,,,2,621,411,0,awareness,carrossel,meta
103.13,73061,84,,29,,,,,0,awareness,carrossel,meta
103.11,75718,538,,0,,0,0,0,0,conversao,video 15s,tiktok
102.8,52258,29,,,,2,1306,283,0,awareness,stories,meta
102.4,46111,51,,4,1,,,,0,awareness,display,meta
102.32,187776,103,,,,1,,,0,awareness,stories,meta
102.31,14373,98,,68,2,3,,,0,awareness,carrossel,meta
102.28,74093,53,,24,,1,,,0,awareness,display,meta
102.25,12221,378,,9,,,2127,1457,0,consideracao,video 10s,meta
101.88,41227,48,,0,,0,0,0,0,conversao,video,tiktok
101.84,9936,210,,,,,5849,4762,0,consideracao,video 15s,meta
101.39,47569,514,,0,,0,0,0,0,conversao,video,tiktok
101.24,9432,29,,32,,1,38,19,0,awareness,carrossel,meta
101.16,25263,17,,,,,7144,2025,0,awareness,video 30s,meta
100.96,23614,763,,2491,8,,,,0,consideracao,estatico,meta
100.5,14154,360,,4,,,4052,1183,0,consideracao,video 15s,meta
100.39,75394,61,,37,1,4,,,0,awareness,display,meta
100.36,78043,30,,11,,,1553,347,0,awareness,video reels,meta
100.35,22786,232,,10,,,1675,44,1,awareness,video 15s,meta
100.14,3884,33,,,,,961,164,0,conversao,video 15s,youtube
100.13,74958,574,,0,,0,0,0,0,conversao,video 15s,tiktok
99.87,76884,50,,1,,,2195,302,0,awareness,video 20s,meta
99.86,79598,53,,5,,1,1851,592,0,awareness,video reels,meta
99.82,153675,100,,,,20,4611,1785,0,awareness,stories,meta
99.77,53654,123,,28,,0,3647,435,0,awareness,video 10s,tiktok
99.58,14162,266,,53,,,937,177,0,awareness,gif,meta
98.89,10689,66,,,,,6437,3702,0,awareness,video,youtube
98.86,77195,424,,0,,0,0,0,0,conversao,video 15s,tiktok
98.76,211916,1916,,,,,2539,3,0,awareness,video,youtube
98.57,7124,74,,17,,2,,,0,conversao,múltiplo,meta
98.44,14355,147,,61,1,2,1059,461,0,conversao,video 6s,meta
98.42,197644,95,,,,,15206,187,0,awareness,video 60s,youtube
97.88,44813,41,,3,,,1515,244,0,awareness,video 15s,meta
97.84,99284,301,,0,,0,0,0,0,conversao,video 15s,tiktok
97.32,3192,40,,,,,2418,184,0,awareness,video,youtube
96.95,151232,64,,57,6,5,16727,8425,0,awareness,video 15s,meta
96.87,9424,24,,,,,5243,2931,0,awareness,video,youtube
96.68,42421,37,,26,,,1657,311,0,awareness,video reels,meta
96.64,4461,136,,45,,,470,110,0,awareness,gif,meta
96.57,14317,132,,60,4,,911,110,0,conversao,video 30s,meta
96.51,33293,74,,35,2,1,4366,580,1,awareness,gif,meta
96.32,10792,46,,,,,6236,3599,0,awareness,video,youtube
96.15,21214,255,,39,1,1,,,0,conversao,estatico,meta
96.11,27584,124,,1071,11,1,4023,1378,0,awareness,gif,meta
95.81,7927,465,,8,,,1599,1214,0,consideracao,video 10s,meta
95.71,32511,380,,65,3,,1833,441,0,awareness,gif,meta
95.7,106291,78,,14,,1,4130,401,0,consideracao,video 15s,meta
95.67,4468,90,,28,,1,535,96,0,awareness,gif,meta
95.63,80717,82,,8,,2,3126,252,0,awareness,video reels,meta
95.37,8213,98,,27,2,1,,,0,conversao,display,meta
95.26,445440,402,,83,,1,13778,3067,0,awareness,video,meta
95.07,49678,683,,0,,0,0,0,0,conversao,video 15s,tiktok
94.72,16021,57,,,,,6630,2698,0,consideracao,video 30s,youtube
94.49,224229,82,,,,,7625,127,0,awareness,video 60s,youtube
94.45,73781,32,,5,,1,1288,321,0,awareness,video reels,meta
93.82,7564,24,,,,,3595,1708,0,consideracao,video,youtube
93.71,5051,5,,,,,5070,4603,0,awareness,video 30s,youtube
93.32,79860,208,,0,,0,0,0,0,conversao,video,tiktok
92.83,29977,130,,35,,8,,,0,conversao,carrossel,meta
92.79,17953,56,,,,,5254,1474,0,consideracao,video 30s,youtube
92.73,67928,406,,0,,0,0,0,0,conversao,video,tiktok
92.06,7240,31,,1640,15,9,,,0,awareness,estatico,meta
91.64,30814,86,,,,11,,,0,awareness,stories,meta
91.57,8021,5,,,,,5260,3376,0,awareness,video 30s,youtube
91.5,24550,31,,5302,15,2,3000,122,0,awareness,video 30s,meta
91.35,167870,376,,0,,0,0,0,0,conversao,video,tiktok
91.31,45941,84,,125,4,5,8033,286,1,awareness,video,meta
90.92,79455,101,,22,,1,3540,9,1,awareness,video,meta
90.68,77934,56,,30,,,1996,68,0,awareness,video,meta
90.68,5439,5,,694,2,,,,0,awareness,estatico,meta
90.62,14596,240,,55,1,1,916,243,0,awareness,gif,meta
90.53,83322,67,,5,,1,2355,64,0,awareness,video,meta
90.44,102607,100,,545,25,15,16716,7545,0,awareness,video 15s,meta
90.35,12173,41,,13,,,5635,2705,0,consideracao,video,meta
90.03,71138,315,,73,,5,3220,1739,0,conversao,video 6s,meta
89.97,18394,227,,139,,3,1657,790,0,conversao,video 6s,meta
89.89,35673,19,,194,,,,,0,awareness,carrossel,meta
89.8,7066,73,,90,4,2,911,111,0,awareness,gif,meta
89.51,104188,112,,273,12,2,17886,7239,0,awareness,video 15s,meta
89.46,88472,1154,,0,,0,0,0,0,conversao,video 60s,tiktok
89.38,7494,45,,16,2,1,,,0,consideracao,display,meta
89.19,61427,58,,2,,,5632,410,0,awareness,video 15s,meta
89.1,5590,56,,18,1,1,3004,1925,0,conversao,video 30s,meta
89,12020,730,,5,,,2945,1553,1,consideracao,display,meta
88.92,54361,134,,47,,0,5071,574,0,awareness,video 10s,tiktok
88.34,3199,59,,,,,2344,283,0,awareness,video,youtube
88.12,23492,57,,,,,6816,1390,0,awareness,video,youtube
87.43,74121,241,,652,21,9,14458,4806,0,awareness,video,meta
87.09,61722,711,,0,,0,0,0,0,conversao,video 60s,tiktok
86.91,101482,676,,0,,0,0,0,0,conversao,video 60s,tiktok
86.53,53415,166,,0,,0,0,0,0,conversao,video 15s,tiktok
85.86,57713,488,,0,,0,0,0,0,conversao,video,tiktok
85.81,134006,290,,0,,0,2989,2855,0,awareness,múltiplo,tiktok
85.78,6717,72,,48,1,,,,0,awareness,carrossel,meta
85.58,107432,598,,0,,0,0,0,0,conversao,video,tiktok
84.83,11299,68,,9,1,4,,,0,conversao,múltiplo,meta
84.78,6130,106,,7,,1,1175,,0,awareness,video,meta
84.61,12678,809,,8,,,4537,3767,0,consideracao,video 7s,meta
84.37,9488,869,,12,,,1737,667,0,consideracao,video 15s,meta
84.34,38467,1171,,0,,0,4425,3934,0,conversao,video 60s,tiktok
84.27,21850,91,,19,1,,,,0,awareness,video,meta
84.11,17529,11,,,,,3011,520,0,consideracao,bumper,youtube
83.85,36456,43,,10,3,5,2359,481,0,awareness,video,meta
83.66,8031,21,,,,,5082,3223,0,awareness,video,youtube
83.59,2971,9,,,,,2220,84,0,awareness,video,youtube
83.37,5037,82,,36,3,1,428,213,0,conversao,video 6s,meta
83.34,36843,79,,17,,8,,,0,awareness,display,meta
82.9,33287,47,,4,,,1105,165,0,awareness,video 15s,meta
82.9,8532,17,,22,,,2483,1144,0,consideracao,video 30s,meta
82.78,4852,4,,,,,3317,2275,0,awareness,video 30s,youtube
82.45,1403,24,,7,,1,212,75,0,conversao,video,meta
82.09,37510,61,,12,1,,1457,170,1,awareness,video,meta
81.8,9386,18,,,,,5041,2720,0,awareness,video 15s,youtube
81.69,34289,12,,7,,,1448,661,0,awareness,video 6s,meta
81.66,12310,64,,16,1,1,,,0,conversao,display,meta
81.62,44083,135,,0,,0,0,0,0,conversao,video 60s,tiktok
81.47,96441,142,,0,,0,0,0,0,conversao,video,tiktok
81.22,16986,9,,,,,2893,497,0,consideracao,video 30s,youtube
80.8,4293,327,,10,,,1882,1048,0,consideracao,video 10s,meta
80.74,23356,14,,41,,,2569,54,1,awareness,video reels,meta
80.59,20669,91,,441,15,3,3982,408,0,awareness,video 30s,meta
80.51,60275,237,,0,,0,0,0,0,conversao,video,tiktok
80.48,12470,57,,30,,2,,,0,conversao,estatico,meta
80.45,23484,75,,29,1,1,1965,783,0,awareness,video 15s,meta
80.36,6482,344,,12,,,1529,1194,0,consideracao,video 10s,meta
79.61,7440,5,,,,,4413,2621,0,consideracao,video 30s,youtube
79.49,9022,6,,,,,6033,4005,0,awareness,video,youtube
79.26,6113,70,,58,5,,757,98,0,awareness,gif,meta
79.19,17992,197,,8,,,606,74,0,awareness,video 15s,meta
79.15,226009,7068,,0,,0,0,0,0,consideracao,video,tiktok
79.08,35155,45,,1,,,,,0,awareness,display,meta
79.02,19717,44,,11,,,932,430,0,consideracao,display,meta
78.99,3020,49,,,,,2222,168,0,awareness,video,youtube
78.84,23505,213,,,,,3597,514,0,awareness,video 20s,youtube
78.67,257605,64,,,,1,,,0,awareness,stories,meta
78.25,51339,347,,0,,0,0,0,0,conversao,video,tiktok
77.72,16269,65,,33,1,2,,,0,conversao,carrossel,meta
77.7,22645,149,,30,,1,,,0,conversao,estatico,meta
77.58,16979,46,,1788,46,3,,,0,awareness,estatico,meta
77.48,8137,13,,21,,,45,26,0,awareness,carrossel,meta
77.24,23238,144,,55,1,2,6210,2242,0,awareness,video 15s,meta
77.04,20523,60,,118,,,10891,1025,1,consideracao,reels,meta
76.56,24539,52,,10,,1,,,0,awareness,carrossel,meta
76.14,3017,98,,59,2,,593,78,0,awareness,gif,meta
75.95,11732,740,,,,,3583,2685,0,consideracao,video 7s,meta
75.5,4298,84,,45,1,1,1375,877,0,conversao,display,meta
75.29,19287,119,,39,1,2,,,0,awareness,carrossel,meta
75.15,31182,13,,17,,,2105,287,0,awareness,video 15s,meta
75.11,12613,360,,,,,2053,332,0,awareness,video 30s,youtube
74.74,57159,227,,0,,0,0,0,0,conversao,video,tiktok
74.38,43255,17,,82,,,6640,68,1,awareness,video reels,meta
74.28,9311,171,,30,2,4,845,201,0,conversao,display,meta
74.26,72542,752,,0,,0,0,0,0,conversao,video 60s,tiktok
74.18,9983,51,,48,2,,,,0,awareness,carrossel,meta
73.84,40886,203,56,2,,,35031,11752,0,awareness,video,twitter
73.79,10645,106,,22,2,,962,344,0,conversao,video 10s,meta
73.43,21411,784,,0,,0,0,0,0,conversao,video,tiktok
72.87,59416,381,,0,,0,0,0,0,conversao,video,tiktok
72.73,17210,268,122,2,,,14543,1836,1,awareness,texto,twitter
72.7,15592,1196,,0,,0,4724,4322,0,conversao,múltiplo,tiktok
72.48,19063,180,,68,,2,,,0,conversao,carrossel,meta
72.45,50228,507,,0,,0,0,0,0,conversao,video,tiktok
72.43,172853,5492,,,,,16046,2046,0,awareness,video 60s,youtube
72.25,9000,70,,46,,,,,0,conversao,display,meta
72.11,29909,89,,5,,1,,,0,awareness,display,meta
71.99,32747,33,,3,,,1150,145,1,awareness,video,meta
71.83,35501,503,,0,,0,0,0,0,conversao,video,tiktok
71.77,5385,40,,18,,1,,,0,conversao,display,meta
71.74,57895,2100,,,,,4923,2600,0,awareness,video,youtube
71.31,115548,5548,,,,,2527,7,0,awareness,video,youtube
70.93,49823,219,,0,,0,0,0,0,conversao,video,tiktok
70.76,8457,21,,,,,3926,1819,0,awareness,video 15s,youtube
70.55,9676,180,,9,,,2012,485,0,consideracao,video 15s,meta
70.42,7392,360,,112,4,3,1425,739,0,awareness,video 15s,meta
70.07,7073,14,,13,,,424,80,0,awareness,video 15s,meta
69.92,46122,14,,,,5,2348,318,0,awareness,video 15s,meta
69.9,6605,159,,3,,1,2816,918,0,consideracao,video 15s,meta
69.88,11927,5,,,,,1708,242,0,awareness,video 30s,youtube
69.49,4920,85,,40,1,2,687,83,0,awareness,gif,meta
69.39,79617,87,,459,24,4,13543,5846,0,awareness,video 15s,meta
69.06,45884,253,,0,,0,0,0,0,conversao,video,tiktok
69.02,27956,36,,8,,,1480,300,0,awareness,video 15s,meta
68.99,27882,32,,4,,,1553,278,0,awareness,video 15s,meta
68.51,17652,67,,28,2,,,,0,conversao,estatico,meta
68.05,7606,36,,,,,4491,2647,0,awareness,video,youtube
68.04,58245,667,,0,,0,0,0,0,conversao,video 60s,tiktok
68.04,42456,520,,0,,0,0,0,0,conversao,video,tiktok
67.8,79762,113,,35,,,2895,838,0,awareness,gif,meta
67.77,24278,142,,2607,84,33,5290,1257,0,awareness,video 15s,meta
67.63,11713,113,,17,,1,,,0,conversao,display,meta
67.55,29881,192,,69,7,9,,,0,awareness,video 30s,meta
67.45,41461,115,,828,57,15,7094,3605,0,awareness,video 6s,meta
67.36,36387,79,,0,,0,0,0,0,conversao,video,tiktok
67.28,41666,66,,915,5,2,5595,1702,0,awareness,gif,meta
67.28,15855,630,,9,2,,2491,1832,0,consideracao,video 7s,meta
67.27,68737,580,,0,,0,0,0,0,conversao,video,tiktok
67.23,52987,176,,0,,0,0,0,0,conversao,video,tiktok
67.12,53353,80,,62,,2,5970,112,0,awareness,video reels,meta
66.88,58020,80,,69,,1,6162,69,0,awareness,video reels,meta
66.63,13175,248,144,,,,11099,4490,1,awareness,texto,twitter
66.6,2290,23,,,,,1337,57,0,awareness,video,youtube
66.28,10051,667,,2,,,3346,2589,0,consideracao,video 7s,meta
66.1,9165,79,,15,,2,780,174,0,conversao,video 15s,meta
65.98,50564,55,,1,,,1276,275,0,awareness,video,meta
65.86,1284,23,,5,,,106,29,0,conversao,display,meta
65.71,18939,6,,2,,,7241,5499,0,awareness,video 15s,meta
65.61,8153,20,,,,,3512,1500,0,awareness,video 15s,youtube
65.44,128705,74,,91,7,3,12157,5667,0,awareness,video 15s,meta
65.41,148277,38,,,,,7928,141,0,awareness,video,youtube
65.04,16238,16,,3320,6,,1784,75,0,consideracao,video 30s,meta
64.97,263698,327,,477,,3,15059,280,1,awareness,video,meta
64.81,8719,76,,55,2,5,,,0,conversao,carrossel,meta
64.64,6925,33,,,,,4208,2545,0,awareness,video,youtube
64.46,49960,34,,4,,,1840,160,0,awareness,video 20s,meta
64.45,31598,34,,240,5,6,6152,5358,0,consideracao,gif,meta
64.43,7135,17,,17,,,19,10,0,awareness,carrossel,meta
64.4,4855,199,,120,6,6,,,0,awareness,video 30s,meta
64.32,39784,52,,124,4,1,5180,2110,0,awareness,gif,meta
63.95,17362,97,,35,8,1,1848,278,0,awareness,gif,meta
63.49,22220,244,,0,,0,0,0,0,conversao,video 60s,tiktok
63.41,95666,177,,0,,0,2830,1906,0,conversao,múltiplo,tiktok
63.36,58380,437,,0,,0,0,0,0,conversao,video,tiktok
63.2,73038,286,,0,,0,0,0,0,conversao,video,tiktok
63.2,5578,648,,5,,,2151,1684,0,consideracao,video 7s,meta
62.66,5420,60,,16,,,,,0,conversao,múltiplo,meta
62.63,74690,64,,20,,,,,0,awareness,estatico,meta
62.29,2854,9,,,,,322,36,0,awareness,video,youtube
62.26,62246,379,,64,1,1,10133,5687,0,awareness,video,meta
62.25,17585,112,,1765,77,6,,,0,consideracao,estatico,meta
62.01,4799,199,,1,,,1887,716,0,consideracao,video 15s,meta
61.91,6374,33,,,,,3686,2135,0,awareness,video,youtube
61.56,8913,576,,3,,,3002,2235,0,consideracao,video 7s,meta
61.4,37520,28,,8,,,1358,137,0,awareness,video 15s,meta
61.4,4283,62,,77,3,,613,108,0,awareness,gif,meta
61.32,48005,38,,24,,12,4010,172,0,awareness,video reels,meta
61.22,8172,133,,39,,2,,,0,conversao,estatico,meta
61.17,3621,204,,10,,,1228,1027,0,consideracao,video 10s,meta
61.09,172003,30,,,,1,,,0,awareness,stories,meta
60.58,2324,42,,,,,1742,63,0,awareness,video,youtube
60.41,26545,22,,15,1,,1803,284,1,awareness,video 15s,meta
60.35,51355,2068,,,,,4417,2368,0,awareness,video,youtube
60.3,6270,41,,12,3,1,,,0,conversao,display,meta
60.26,76369,51,,20,1,,,,0,awareness,estatico,meta
60.19,21008,25,,284,3,1,2775,697,0,awareness,gif,meta
60.19,20335,26,,3585,15,,2537,107,0,awareness,video 30s,meta
60.15,4358,260,,13,,,843,605,0,consideracao,video 10s,meta
60.12,3820,53,,40,1,,,,0,awareness,carrossel,meta
60.09,5415,29,,4,,1,822,631,0,conversao,estatico,meta
59.72,27827,285,,12,2,,38,13,0,awareness,carrossel,meta
59.62,5676,35,,,,,3422,2011,0,awareness,video,youtube
59.58,2131,51,,46,1,,623,177,0,awareness,gif,meta
59.45,4941,7,,,,,2565,1307,0,awareness,video,youtube
59.44,4910,150,,10,,2,2568,1068,0,consideracao,video 15s,meta
59.43,26915,319,,3,,,,,0,awareness,carrossel,meta
59.32,40741,39,,0,,0,1108,1026,0,conversao,múltiplo,tiktok
59.27,33875,88,,179,,12,12322,5063,0,awareness,video 15s,meta
58.88,18070,256,,48,2,4,1205,738,0,conversao,video 6s,meta
58.79,6175,37,,,,,3711,2197,0,consideracao,video,youtube
58.66,11467,296,,4,,,1266,743,0,consideracao,video 10s,meta
58.31,5270,579,,1,,,2021,1565,0,consideracao,video 7s,meta
58.1,5123,154,,46,2,,385,180,0,conversao,video 6s,meta
57.57,4482,147,,33,1,,,,0,conversao,estatico,meta
57.53,7551,112,,46,,,531,190,0,conversao,video 10s,meta
57.37,23386,38,,102,2,2,6161,5208,0,awareness,gif,meta
57.02,3770,42,,15,,2,,,0,conversao,display,meta
56.93,2111,8,,,,,1616,35,0,awareness,video,youtube
56.88,4013,29,,15,,3,,,0,conversao,carrossel,meta
56.7,6561,42,,17,,,640,302,0,conversao,video 6s,meta
56.48,5619,25,,,,,3099,1686,0,awareness,video,youtube
56.24,6783,41,,,,,3160,1459,0,awareness,video,youtube
56.22,7786,240,,78,4,2,1468,732,0,awareness,video 30s,meta
55.27,12037,372,,,,,11614,11226,0,awareness,video 30s,youtube
55.1,34219,387,254,5,,1,30871,2185,0,awareness,video,twitter
54.9,5796,9,,15,,1,47,24,0,awareness,carrossel,meta
54.71,44074,53,,26,,1,2769,26,0,awareness,video reels,meta
54.53,3756,41,,9,1,,,,0,conversao,estatico,meta
54.18,5697,25,,,,,887,135,0,awareness,video 30s,youtube
53.98,10522,49,,17,,1,,,0,conversao,carrossel,meta
53.83,5127,25,,10,,1,,,0,awareness,carrossel,meta
53.51,2014,9,,,,,1527,39,0,awareness,video,youtube
53.45,6670,58,18,,,,5572,1974,1,awareness,texto,twitter
53.41,11914,42,,16,2,,602,190,0,conversao,video 10s,meta
53.32,8513,304,,20,,2,847,553,0,consideracao,video 10s,meta
52.93,5150,30,,21,1,1,,,0,conversao,display,meta
52.81,25258,18,,1,1,,852,101,0,awareness,video,meta
52.62,22366,43,,,,1,,,0,consideracao,stories,meta
52.58,3133,21,,15,1,,,,0,conversao,carrossel,meta
52.57,13279,31,,8,2,,,,0,awareness,estatico,meta
52.39,41094,35,,,,,,,0,awareness,display,meta
52.33,13038,9,,,,,384,86,0,awareness,video 15s,meta
52.23,4696,24,,15,,,,,0,awareness,carrossel,meta
52.16,1834,34,,,,,1419,53,0,awareness,video,youtube
52.02,34293,80,,17,,,,,0,conversao,display,meta
51.83,3392,80,,28,,,275,49,0,awareness,gif,meta
51.76,3784,84,,18,1,,,,0,awareness,estatico,meta
51.48,26000,13,,72,,,,,0,awareness,carrossel,meta
51.39,8105,128,,47,,1,837,161,0,conversao,display,meta
51.37,15524,43,,2911,19,1,2822,118,0,consideracao,video 30s,meta
51.27,5365,28,,,,,2824,1466,0,awareness,video,youtube
51.24,1814,25,,,,,1430,148,0,awareness,video,youtube
50.96,4216,34,,17,,,,,0,conversao,carrossel,meta
50.93,2766,57,,28,,,349,74,0,awareness,gif,meta
50.81,9266,47,,28,,1,478,138,0,conversao,video 10s,meta
50.61,55820,16,,51,,1,5643,2499,0,awareness,video 15s,meta
50.49,12175,37,,24,,1,3481,1322,0,awareness,video 15s,meta
50.35,7161,164,,70,1,3,754,257,0,conversao,video 10s,meta
50.28,40688,1044,,,,,3671,1844,0,awareness,video,youtube
50.26,45022,68,,15,,,,,0,conversao,display,meta
50.11,4281,71,,23,1,4,,,0,conversao,carrossel,meta
49.94,8345,64,,33,1,,,,0,conversao,display,meta
49.76,60134,304,,0,,0,0,0,0,conversao,video,tiktok
49.71,41351,43,,12,,1,1904,77,1,awareness,video,meta
49.62,6905,55,12,2,,,5326,1445,1,awareness,video,twitter
49.17,45895,958,,0,,0,0,0,0,conversao,video 60s,tiktok
48.89,8241,7,,3,,,3143,2289,0,awareness,video 15s,meta
48.8,38919,128,,83,,,11188,127,1,awareness,video,meta
48.76,22169,152,,21,,0,1588,119,0,consideracao,display,tiktok
48.68,12627,81,,20,,4,676,192,0,awareness,gif,meta
48.52,36984,27,,1,,,1341,266,0,awareness,video,meta
48.25,4784,50,,30,2,2,480,244,0,conversao,video 6s,meta
48.1,45101,35,,13,,1,1945,302,0,awareness,video 15s,meta
48.04,68477,48,,42,,4,7653,3971,0,awareness,video,meta
48.03,4944,16,,,,,3082,1923,0,awareness,video,youtube
47.96,4494,51,,28,1,2,,,0,awareness,carrossel,meta
47.87,13501,47,,12,,,,,0,conversao,estatico,meta
47.85,18768,14,,21,,,1565,137,0,awareness,video 15s,meta
47.54,3549,162,,34,,6,,,0,awareness,estatico,meta
47.47,3286,23,,16,1,,,,0,awareness,estatico,meta
47.39,11599,28,,1116,30,2,2383,1216,0,awareness,video,meta
47.38,41589,49,,21,3,,,,0,awareness,estatico,meta
46.93,38915,64,,45,,1,1582,27,0,awareness,video,meta
46.7,22204,22,,4,,,,,0,awareness,display,meta
46.66,3515,23,,,,,1231,418,0,conversao,video 15s,youtube
46.52,25932,396,,0,,0,0,0,0,conversao,video 60s,tiktok
46.24,2973,66,,31,,2,296,60,0,awareness,gif,meta
46.21,20167,17,,3,1,1,,,0,awareness,carrossel,meta
46.16,5067,6,,,,,2561,1292,0,awareness,video,youtube
46.08,6593,29,,7,,,471,222,0,conversao,video 6s,meta
45.81,57176,213,,0,,0,0,0,0,conversao,video 60s,tiktok
45.76,6009,7,,,,,2812,1324,0,awareness,video 20s,youtube
45.58,33369,102,,45,,0,2995,362,0,awareness,video 10s,tiktok
45.51,34975,26,,1,,,734,172,0,awareness,video,meta
45.51,2901,8,,,,,1717,975,0,awareness,video 15s,youtube
45.5,4532,31,,,,,2492,1363,0,awareness,video,youtube
